Ticker,Is 3/4 bar play,Has acceptable spreads
SMFR,False,True
VRSK,False,False
DOCU,False,True
NSIT,False,False
ALNY,False,False
NICE,False,False
AVGO,False,False
IOVA,False,True
ANGI,False,True
CRTX,False,True
FWONA,False,False
HCM,False,False
CZR,False,True
CENTA,False,False
PENN,False,True
NWE,False,False
TTGT,False,False
SANM,False,False
VRNS,False,True
CTRE,False,True
ISRG,False,True
MNST,False,True
LOGI,False,True
HSIC,False,True
NATI,False,True
RRR,False,True
NFE,False,True
AAL,False,True
GOCO,False,True
SHLS,False,True
ALXO,False,False
WSC,False,True
EWBC,False,False
VCEL,False,False
MLCO,False,True
ADV,False,False
ZLAB,False,False
CTAS,False,False
SKIN,False,True
NTAP,False,True
SBRA,False,True
RCKT,False,False
CHDN,False,False
CWST,False,False
ALGT,False,False
CIGI,False,False
WOOF,False,True
PACW,False,False
NUVA,False,False
COIN,False,True
LHCG,False,False
EXPI,False,True
EYE,False,False
ATRC,False,False
CDNA,False,True
MMSI,False,False
WYNN,False,True
QLYS,False,False
DISCB,,
MANH,,
ENVX,,
SNY,,
TREE,,
NXST,,
UMBF,,
ZBRA,,
REGI,,
HOMB,,
FA,,
MTTR,,
SABR,,
PLUG,,
MAR,,
TROW,,
CDW,,
DISCA,,
HZNP,,
FTDR,,
DLO,,
SPSC,,
SKYW,,
SIMO,,
PTGX,,
SBNY,,
NDAQ,,
CVCO,,
PCH,,
COKE,,
IQ,,
IIVI,,
DOMO,,
QCOM,,
ROIC,,
QFIN,,
INDB,,
BCPC,,
INCY,,
NTRA,,
HON,,
CPRT,,
CRSR,,
NLOK,,
PAYX,,
BMBL,,
ERIC,,
VSAT,,
MEOH,,
MRVI,,
PNFP,,
FIBK,,
LRCX,,
NCNO,,
KHC,,
LSTR,,
RAVN,,
CVBF,,
CSGP,,
HELE,,
NTCT,,
LGIH,,
DADA,,
MXIM,,
NTLA,,
INNV,,
REYN,,
AMBA,,
APLS,,
LBTYA,,
NSTG,,
PCTY,,
PGNY,,
LAUR,,
CERN,,
ADPT,,
IDCC,,
ABNB,,
COLM,,
MASI,,
PPBI,,
WDFC,,
BNR,,
FTNT,,
EA,,
TXN,,
EBAY,,
SGMS,,
VERV,,
VRTS,,
LI,,
HUBG,,
BIIB,,
COUP,,
VNET,,
WDAY,,
SITM,,
EXLS,,
MDLZ,,
DISCK,,
PFG,,
